@relation test_predicted

@attribute 'prediction margin' numeric
@attribute 'predicted answer' {0,1}
@attribute answer {0,1}
@attribute 0.0 numeric
@attribute 0.1 numeric
@attribute 0.2 numeric
@attribute 0.3 numeric
@attribute 0.4 numeric
@attribute 0.5 numeric
@attribute 0.6 numeric
@attribute 0.7 numeric
@attribute 0.8 numeric
@attribute e0.0 numeric
@attribute e0.1 numeric
@attribute e0.2 numeric
@attribute e0.3 numeric
@attribute e0.4 numeric
@attribute e0.5 numeric
@attribute e0.6 numeric
@attribute e0.7 numeric
@attribute e0.8 numeric
@attribute e0.9 numeric
@attribute 1.0 numeric
@attribute 1.1 numeric
@attribute 1.2 numeric
@attribute 1.3 numeric
@attribute 1.4 numeric
@attribute 1.5 numeric
@attribute 1.6 numeric
@attribute 1.7 numeric
@attribute 1.8 numeric
@attribute e1.0 numeric
@attribute e1.1 numeric
@attribute e1.2 numeric
@attribute e1.3 numeric
@attribute e1.4 numeric
@attribute e1.5 numeric
@attribute e1.6 numeric
@attribute e1.7 numeric
@attribute e1.8 numeric
@attribute e1.9 numeric
@attribute 2.0 numeric
@attribute 2.1 numeric
@attribute 2.2 numeric
@attribute 2.3 numeric
@attribute 2.4 numeric
@attribute 2.5 numeric
@attribute 2.6 numeric
@attribute 2.7 numeric
@attribute 2.8 numeric
@attribute e2.0 numeric
@attribute e2.1 numeric
@attribute e2.2 numeric
@attribute e2.3 numeric
@attribute e2.4 numeric
@attribute e2.5 numeric
@attribute e2.6 numeric
@attribute e2.7 numeric
@attribute e2.8 numeric
@attribute e2.9 numeric
@attribute 3.0 numeric
@attribute 3.1 numeric
@attribute 3.2 numeric
@attribute 3.3 numeric
@attribute 3.4 numeric
@attribute 3.5 numeric
@attribute 3.6 numeric
@attribute 3.7 numeric
@attribute 3.8 numeric
@attribute e3.0 numeric
@attribute e3.1 numeric
@attribute e3.2 numeric
@attribute e3.3 numeric
@attribute e3.4 numeric
@attribute e3.5 numeric
@attribute e3.6 numeric
@attribute e3.7 numeric
@attribute e3.8 numeric
@attribute e3.9 numeric
@attribute 4.0 numeric
@attribute 4.1 numeric
@attribute 4.2 numeric
@attribute 4.3 numeric
@attribute 4.4 numeric
@attribute 4.5 numeric
@attribute 4.6 numeric
@attribute 4.7 numeric
@attribute 4.8 numeric
@attribute 5.0 numeric
@attribute 5.1 numeric
@attribute 5.2 numeric
@attribute 5.3 numeric
@attribute 5.4 numeric
@attribute 5.5 numeric
@attribute 5.6 numeric
@attribute 5.7 numeric
@attribute 5.8 numeric
@attribute 6.0 numeric
@attribute 6.1 numeric
@attribute 6.2 numeric
@attribute 6.3 numeric
@attribute 6.4 numeric
@attribute 6.5 numeric
@attribute 6.6 numeric
@attribute 6.7 numeric
@attribute 6.8 numeric
@attribute 7.0 numeric
@attribute 7.1 numeric
@attribute 7.2 numeric
@attribute 7.3 numeric
@attribute 7.4 numeric
@attribute 7.5 numeric
@attribute 7.6 numeric
@attribute 7.7 numeric
@attribute 7.8 numeric
@attribute 8.0 numeric
@attribute 8.1 numeric
@attribute 8.2 numeric
@attribute 8.3 numeric
@attribute 8.4 numeric
@attribute 8.5 numeric
@attribute 8.6 numeric
@attribute 8.7 numeric
@attribute 8.8 numeric
@attribute 9.0 numeric
@attribute 9.1 numeric
@attribute 9.2 numeric
@attribute 9.3 numeric
@attribute 9.4 numeric
@attribute 9.5 numeric
@attribute 9.6 numeric
@attribute 9.7 numeric
@attribute 9.8 numeric

@data
1,1,1,8,0.61976,12,4.242641,0.709677,16,12,0.75,0.6,10,0.552968,14,4.472136,0.667037,18,10,0.666667,0.5,19.619602,8,0.625259,10,4,0.741935,16,13,0.8125,0.684211,10,0.575495,12,4.242641,0.700389,18,11,0.733333,0.578947,19.276935,7,0.612364,10,4.472136,0.876714,16,7,0.875,0.777778,9,0.634085,10,4.242641,0.877042,18,6,0.8,0.666667,16.740145,7,0.665748,8,3.162278,0.858546,16,13,0.866667,0.764706,9,0.687222,8,2.828427,0.872786,18,12,0.827586,0.705882,17.640635,3,0.594867,2,1.414214,0.845154,6,5,0.833333,0.714286,3,0.594867,2,1.414214,0.845154,6,5,0.833333,0.714286,3,0.621429,2,1.414214,0.845154,6,5,0.833333,0.714286,3,0.594867,2,1.414214,0.845154,6,5,0.833333,0.714286,2,0.748148,2,1.414214,0.942809,2,3,0.857143,0.75,3,0.621429,2,1.414214,0.845154,6,5,0.833333,0.714286
1,1,1,11,0.669735,4,2,0.94903,12,28,0.949153,0.903226,11,0.669735,4,2,0.94903,12,28,0.949153,0.903226,60.471143,11,0.669723,2,1.414214,0.974679,10,29,0.983051,0.966667,11,0.669723,2,1.414214,0.974679,10,29,0.983051,0.966667,57.008334,11,0.627155,2,1.414214,0.992278,10,13,0.962963,0.928571,11,0.627155,2,1.414214,0.992278,10,13,0.962963,0.928571,40.925181,10,0.738261,0,0,1,4,25,1,1,10,0.738261,0,0,1,4,25,1,1,42.738261,2,0.601818,0,0,1,2,4,1,1,2,0.601818,0,0,1,2,4,1,1,2,0.607143,0,0,1,2,4,1,1,2,0.601818,0,0,1,2,4,1,1,2,0.634127,0,0,1,2,8,1,1,2,0.607143,0,0,1,2,4,1,1
1,1,1,7,1.840105,8,2.828427,0.857321,12,16,0.820513,0.695652,13,0.594495,14,3.741657,0.684653,18,10,0.606061,0.434783,8.723093,7,1.718466,8,2.828427,0.857321,12,16,0.820513,0.695652,13,0.576407,14,3.741657,0.684653,18,10,0.606061,0.434783,8.720509,6,0.978704,6,2.44949,0.988244,12,10,1,1,10,0.732804,6,2.44949,0.950329,18,8,0.888889,0.8,6.831645,7,1.591722,8,2.828427,0.890799,12,14,0.8,0.666667,13,0.678571,14,3.741657,0.751921,18,9,0.6,0.428571,8.600103,2,1.153535,3,1.732051,0.730297,3,4,0.727273,0.571429,2,1.153535,3,1.732051,0.730297,3,4,0.727273,0.571429,2,1.051667,3,1.732051,0.730297,3,4,0.727273,0.571429,2,1.153535,3,1.732051,0.730297,3,4,0.727273,0.571429,1,0.688948,1,1,0.866025,1,3,0.857143,0.75,2,1.051667,3,1.732051,0.730297,3,4,0.727273,0.571429
-1,0,1,11,1.221165,17,4.123106,0.490511,25,8,0.484848,0.32,13,0.55547,22,4.690416,0.214286,24,3,0.214286,0.12,11.299076,10,1.183056,15,3.872983,0.551825,25,9,0.545455,0.375,12,0.54207,20,4.472136,0.285714,24,4,0.285714,0.166667,10.958717,7,0.861018,7,3.316625,0.894792,21,9,1,1,9,0.589286,8,3.464102,0.8,20,8,0.941176,0.888889,8.613909,10,1.17385,15,3.872983,0.65,25,8,0.533333,0.363636,12,0.610046,18,4.242641,0.503115,24,4,0.32,0.190476,10.64438,2,0.792642,3,1.732051,0.57735,3,2,0.571429,0.4,2,0.792642,3,1.732051,0.57735,3,2,0.571429,0.4,2,0.811667,3,1.732051,0.57735,3,2,0.571429,0.4,2,0.792642,3,1.732051,0.57735,3,2,0.571429,0.4,1,0.765152,3,1.732051,0.408248,1,1,0.4,0.25,2,0.811667,3,1.732051,0.57735,3,2,0.571429,0.4
1,1,1,13,0.535774,22,4.690416,0.766652,46,11,0.511628,0.34375,15,0.52998,24,4.898979,0.727461,44,10,0.47619,0.3125,33.315037,12,0.568364,18,4.242641,0.809244,42,13,0.604651,0.433333,14,0.521116,20,4.472136,0.772927,42,12,0.571429,0.4,31.579203,7,0.784777,2,1.414214,0.99352,18,10,1,1,9,0.745833,4,2,0.982906,20,9,0.947368,0.9,15.858703,9,0.712665,10,3.162278,0.961969,24,11,0.709677,0.55,11,0.731481,12,3.464102,0.950827,26,10,0.666667,0.5,21.771026,3,0.554078,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.554078,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.572222,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.554078,5,2.236068,0.547723,7,3,0.545455,0.375,0,0,2,1.414214,0,0,0,0,0,3,0.572222,5,2.236068,0.547723,7,3,0.545455,0.375
-1,0,1,13,0.549014,22,5.09902,0.489898,30,7,0.424242,0.269231,14,0.52041,24,5.291503,0.422577,28,5,0.322581,0.192308,25.916459,12,0.560772,20,4.898979,0.544949,30,8,0.5,0.333333,13,0.52671,22,5.291503,0.443203,28,6,0.4,0.25,25.303805,11,0.671905,10,4,0.889532,24,7,0.823529,0.7,12,0.6,12,4.242641,0.859795,24,6,0.75,0.6,20.350812,12,0.605556,18,5.09902,0.720082,30,7,0.518519,0.35,12,0.600168,18,5.09902,0.694879,28,7,0.538462,0.368421,24.100317,4,0.562927,6,2.44949,0.703526,10,3,0.545455,0.375,4,0.562927,6,2.44949,0.703526,10,3,0.545455,0.375,4,0.515873,6,2.44949,0.703526,10,3,0.545455,0.375,4,0.562927,6,2.44949,0.703526,10,3,0.545455,0.375,1,0.5,3,1.732051,0,0,0,0,0,4,0.515873,6,2.44949,0.703526,10,3,0.545455,0.375
1,1,1,15,0.672614,18,4.690416,0.676763,30,18,0.705882,0.545455,20,0.578689,22,5.09902,0.569521,30,14,0.608696,0.4375,13.327632,15,0.605195,16,4.242641,0.744073,30,18,0.72,0.5625,20,0.574762,22,5.09902,0.569521,30,14,0.608696,0.4375,13.327071,11,0.647509,8,3.741657,0.935018,22,10,0.909091,0.833333,17,0.498519,14,5.09902,0.83671,28,10,0.909091,0.833333,11.025239,15,0.654733,16,4.690416,0.835841,30,15,0.714286,0.555556,20,0.703704,22,5.830952,0.686245,30,11,0.578947,0.407407,13.029608,3,0.621079,2,1.414214,0.833333,8,5,0.833333,0.714286,3,0.621079,2,1.414214,0.833333,8,5,0.833333,0.714286,3,0.555556,2,1.414214,0.833333,8,5,0.833333,0.714286,3,0.621079,2,1.414214,0.833333,8,5,0.833333,0.714286,2,0.799223,2,1.414214,0.75,2,3,0.75,0.6,3,0.555556,2,1.414214,0.833333,8,5,0.833333,0.714286
-1,0,1,12,0.571279,19,5,0.492366,23,11,0.578947,0.407407,13,0.561516,20,5.09902,0.459933,22,10,0.540541,0.37037,36.01569,12,0.585745,17,4.358899,0.628539,21,12,0.648649,0.48,13,0.575576,18,4.472136,0.600481,20,11,0.611111,0.44,34.349652,11,0.624802,9,3.316625,0.911465,21,8,0.842105,0.727273,10,0.611111,10,3.464102,0.898691,20,8,0.842105,0.727273,27.271641,12,0.676041,17,4.358899,0.641624,21,12,0.666667,0.5,13,0.642633,18,4.690416,0.576923,20,11,0.628571,0.458333,34.498438,2,1.128907,3,1.732051,0.67082,3,3,0.666667,0.5,2,1.128907,3,1.732051,0.67082,3,3,0.666667,0.5,2,1.028333,3,1.732051,0.67082,3,3,0.666667,0.5,2,1.128907,3,1.732051,0.67082,3,3,0.666667,0.5,3,0.598516,4,2,0.5,4,2,0.5,0.333333,2,1.028333,3,1.732051,0.67082,3,3,0.666667,0.5
1,1,1,9,0.591451,11,3.316625,0.645497,23,10,0.645161,0.47619,10,0.579926,12,3.464102,0.6,22,9,0.6,0.428571,29.336299,9,0.57918,7,2.645751,0.774597,21,12,0.774194,0.631579,10,0.565777,8,2.828427,0.733333,20,11,0.733333,0.578947,27.219909,8,0.729829,3,2.236068,0.935414,11,9,1,1,9,0.693333,4,2.44949,0.920264,10,8,0.941176,0.888889,18.446576,7,0.682923,3,1.732051,0.909509,9,14,0.933333,0.875,8,0.70202,4,2,0.876714,8,13,0.896552,0.8125,19.143893,2,0.604762,1,1,0.866025,3,3,0.857143,0.75,2,0.604762,1,1,0.866025,3,3,0.857143,0.75,2,0.430556,1,1,0.866025,3,3,0.857143,0.75,2,0.604762,1,1,0.866025,3,3,0.857143,0.75,1,0.3,2,1.414214,0.707107,2,2,0.666667,0.5,2,0.430556,1,1,0.866025,3,3,0.857143,0.75
-1,0,1,16,1.537246,19,4.358899,0.644383,33,17,0.641509,0.472222,18,0.594997,22,4.690416,0.541667,30,13,0.541667,0.371429,14.956696,16,1.258204,19,4.358899,0.644383,33,17,0.641509,0.472222,18,0.553834,22,4.690416,0.541667,30,13,0.541667,0.371429,14.949835,12,0.880512,7,3,0.98702,31,6,0.8,0.666667,13,0.615497,8,3.162278,0.973012,30,5,0.714286,0.555556,10.336771,16,1.064496,19,4.358899,0.659912,33,17,0.653846,0.485714,19,0.597953,20,4.472136,0.600481,30,14,0.595745,0.424242,14.948426,4,1.410692,5,2.236068,0.800641,9,10,0.8,0.666667,4,1.410692,5,2.236068,0.800641,9,10,0.8,0.666667,4,1.137201,5,2.236068,0.800641,9,10,0.8,0.666667,4,1.410692,5,2.236068,0.800641,9,10,0.8,0.666667,4,0.795848,6,2.44949,0.408248,6,2,0.4,0.25,4,1.137201,5,2.236068,0.800641,9,10,0.8,0.666667
1,1,1,5,1.378625,8,2.828427,0.892218,18,21,0.857143,0.75,5,1.378625,8,2.828427,0.892218,18,21,0.857143,0.75,58.706413,3,1.345283,4,2,0.946292,12,23,0.938776,0.884615,3,1.345283,4,2,0.946292,12,23,0.938776,0.884615,48.114966,2,0.985714,0,0,1,10,11,1,1,2,0.985714,0,0,1,10,11,1,1,26.985714,3,1.143506,4,2,0.957427,12,21,0.933333,0.875,3,1.143506,4,2,0.957427,12,21,0.933333,0.875,45.909267,1,1.165403,2,1.414214,0.875,4,7,0.875,0.777778,1,1.165403,2,1.414214,0.875,4,7,0.875,0.777778,1,1.102151,2,1.414214,0.875,4,7,0.875,0.777778,1,1.165403,2,1.414214,0.875,4,7,0.875,0.777778,0,1,0,0,1,0,5,1,1,1,1.102151,2,1.414214,0.875,4,7,0.875,0.777778
-1,0,1,19,0.528221,30,5.477226,0.319505,40,7,0.318182,0.189189,19,0.487267,30,5.477226,0.25,36,5,0.25,0.142857,19.32147,14,1.181667,16,4,0.63901,30,14,0.636364,0.466667,16,0.532084,20,4.472136,0.5,28,10,0.5,0.333333,16.067511,9,0.888137,10,4.242641,0.950887,24,7,0.777778,0.636364,11,0.655556,10,3.741657,0.927601,24,6,0.705882,0.545455,11.51523,13,1.056786,14,4.472136,0.857493,26,12,0.705882,0.545455,15,0.663542,16,4.690416,0.817592,24,9,0.6,0.428571,14.240024,5,1.194632,5,2.236068,0.746203,9,7,0.736842,0.583333,5,1.194632,5,2.236068,0.746203,9,7,0.736842,0.583333,5,1.060934,5,2.236068,0.746203,9,7,0.736842,0.583333,5,1.194632,5,2.236068,0.746203,9,7,0.736842,0.583333,1,0.453704,3,1.732051,0,0,0,0,0,5,1.060934,5,2.236068,0.746203,9,7,0.736842,0.583333
1,1,1,9,0.630805,7,3,0.735767,19,12,0.8,0.666667,10,0.607269,8,3.162278,0.668153,20,10,0.740741,0.588235,13.441669,9,0.628792,7,3,0.735767,19,12,0.8,0.666667,10,0.613936,8,3.162278,0.668153,20,10,0.740741,0.588235,13.443336,5,0.856669,5,2.645751,0.942008,13,6,0.857143,0.75,6,0.812987,6,2.828427,0.933948,14,5,0.833333,0.714286,9.280745,9,0.632003,7,3.605551,0.821995,19,11,0.846154,0.733333,10,0.658163,6,2.44949,0.838525,20,10,0.8,0.666667,12.853211,6,0.643776,3,1.732051,0.771517,7,5,0.769231,0.625,6,0.652535,3,1.732051,0.771517,7,5,0.769231,0.625,6,0.652778,3,1.732051,0.771517,7,5,0.769231,0.625,6,0.643776,3,1.732051,0.771517,7,5,0.769231,0.625,0,1,0,0,1,0,3,1,1,6,0.652778,3,1.732051,0.771517,7,5,0.769231,0.625
1,1,1,6,1.361398,8,2.828427,0.878871,12,24,0.872727,0.774194,10,1.382145,12,3.464102,0.800445,16,20,0.784314,0.645161,13.015233,6,1.275866,8,2.828427,0.885808,12,23,0.867925,0.766667,10,1.287831,12,3.464102,0.806452,16,20,0.8,0.666667,13.00501,4,0.873556,4,3.162278,0.992689,8,9,1,1,8,0.858796,4,2.44949,0.987302,12,8,0.941176,0.888889,7.625131,6,1.151604,8,2.828427,0.902194,12,21,0.857143,0.75,10,1.161527,12,3.464102,0.833655,16,18,0.782609,0.642857,12.57695,4,1.263131,5,2.236068,0.819892,9,8,0.761905,0.615385,4,1.263131,5,2.236068,0.819892,9,8,0.761905,0.615385,4,1.163846,5,2.236068,0.819892,9,8,0.761905,0.615385,4,1.263131,5,2.236068,0.819892,9,8,0.761905,0.615385,0,0.644258,2,1.414214,0.75,2,3,0.75,0.6,4,1.163846,5,2.236068,0.819892,9,8,0.761905,0.615385
-1,0,1,6,0.451389,11,3.316625,0.426401,13,4,0.421053,0.266667,7,0.404412,14,3.741657,0.125,12,1,0.125,0.066667,9.615684,6,0.502514,11,3.316625,0.426401,13,4,0.421053,0.266667,7,0.472802,14,3.741657,0.125,12,1,0.125,0.066667,9.632782,5,0.542929,7,3,0.853125,11,4,0.666667,0.5,5,0.666667,8,2.828427,0.782624,12,2,0.4,0.25,7.981929,6,0.636723,11,3.316625,0.49029,13,4,0.444444,0.285714,7,0.609601,12,3.464102,0.25,12,2,0.25,0.142857,9.42914,2,0.57037,2,1.414214,0.774597,4,3,0.75,0.6,2,0.57037,2,1.414214,0.774597,4,3,0.75,0.6,2,0.561111,2,1.414214,0.774597,4,3,0.75,0.6,2,0.57037,2,1.414214,0.774597,4,3,0.75,0.6,1,0.447619,3,1.732051,0,0,0,0,0,2,0.561111,2,1.414214,0.774597,4,3,0.75,0.6
1,1,1,7,1.629928,7,2.645751,0.889001,17,20,0.888889,0.8,8,0.804369,8,2.828427,0.870968,18,19,0.863636,0.76,29.5637,7,1.578221,7,2.645751,0.889001,17,20,0.888889,0.8,8,0.808283,8,2.828427,0.870968,18,19,0.863636,0.76,29.565657,6,1.015009,3,1.732051,0.984162,13,11,1,1,7,0.830725,4,2,0.978321,14,10,0.952381,0.909091,20.335259,6,1.515942,7,2.645751,0.945189,13,16,0.888889,0.8,7,0.740694,6,2.44949,0.942482,14,16,0.888889,0.8,24.410778,3,1.016162,4,2,0.666667,8,4,0.666667,0.5,3,1.016162,4,2,0.666667,8,4,0.666667,0.5,3,1.019444,4,2,0.666667,8,4,0.666667,0.5,3,1.016162,4,2,0.666667,8,4,0.666667,0.5,1,1.04,1,1,0.92582,1,3,0.857143,0.75,3,1.019444,4,2,0.666667,8,4,0.666667,0.5
-1,0,1,13,0.954488,18,4.242641,0.556294,32,8,0.470588,0.307692,13,0.514376,18,4.242641,0.470588,26,5,0.357143,0.217391,9.68602,13,0.953077,18,4.472136,0.533578,32,8,0.484848,0.32,13,0.523392,18,4.472136,0.445132,26,5,0.37037,0.227273,9.719758,10,0.73978,8,3.741657,0.896744,24,7,0.875,0.777778,9,0.511111,10,4.242641,0.79731,20,5,0.714286,0.555556,7.260129,12,0.939913,14,4,0.868432,26,6,0.521739,0.352941,9,0.953856,12,3.741657,0.842152,20,6,0.571429,0.4,7.644156,3,0.872005,4,2,0.5,4,2,0.5,0.333333,3,0.872005,4,2,0.5,4,2,0.5,0.333333,3,0.8,4,2,0.5,4,2,0.5,0.333333,3,0.872005,4,2,0.5,4,2,0.5,0.333333,1,0.761905,3,1.732051,0,0,0,0,0,3,0.8,4,2,0.5,4,2,0.5,0.333333
-1,0,1,12,0.585992,15,3.872983,0.668153,25,9,0.545455,0.375,14,0.498885,18,4.242641,0.550689,26,7,0.451613,0.291667,17.758874,12,0.575324,15,3.872983,0.668153,25,9,0.545455,0.375,14,0.483714,18,4.242641,0.550689,26,7,0.451613,0.291667,17.755081,3,1.025,3,1.732051,0.994637,5,9,1,1,5,0.721569,4,2,0.972675,8,7,0.875,0.777778,7.336755,10,0.782685,15,3.872983,0.896022,21,5,0.416667,0.263158,13,0.712306,16,4,0.85455,24,4,0.347826,0.210526,15.781302,4,0.488763,5,2.236068,0.547723,7,3,0.545455,0.375,4,0.488763,5,2.236068,0.547723,7,3,0.545455,0.375,4,0.597876,5,2.236068,0.547723,7,3,0.545455,0.375,4,0.488763,5,2.236068,0.547723,7,3,0.545455,0.375,0,0,2,1.414214,0,0,0,0,0,4,0.597876,5,2.236068,0.547723,7,3,0.545455,0.375
1,1,1,7,1.235998,11,3.316625,0.526235,17,6,0.521739,0.352941,8,0.493276,14,3.741657,0.3,16,3,0.3,0.176471,11.502851,7,1.225349,11,3.316625,0.526235,17,6,0.521739,0.352941,9,0.489754,12,3.464102,0.4,16,4,0.4,0.25,11.500964,5,0.833077,7,3.316625,0.833238,15,5,0.833333,0.714286,6,0.58,10,4,0.716115,16,3,0.6,0.428571,10.331172,7,1.072293,11,3.316625,0.526235,17,6,0.521739,0.352941,9,0.540805,12,3.464102,0.4,16,4,0.4,0.25,11.513727,3,1.111754,5,2.236068,0.447214,5,2,0.444444,0.285714,3,1.111754,5,2.236068,0.447214,5,2,0.444444,0.285714,3,0.938526,5,2.236068,0.447214,5,2,0.444444,0.285714,3,1.111754,5,2.236068,0.447214,5,2,0.444444,0.285714,1,0,2,1.414214,0.57735,1,1,0.5,0.333333,3,0.938526,5,2.236068,0.447214,5,2,0.444444,0.285714
1,1,1,9,1.650006,11,3.316625,0.843465,27,21,0.807692,0.677419,15,0.640751,18,4.242641,0.679005,34,16,0.680851,0.516129,11.219922,9,1.49603,11,3.316625,0.843465,27,21,0.807692,0.677419,15,0.600229,18,4.242641,0.679005,34,16,0.680851,0.516129,11.214857,8,0.916833,9,4.123106,0.970161,23,9,0.947368,0.9,13,0.647018,10,4.242641,0.931732,30,8,0.888889,0.8,8.563785,9,1.418708,11,3.316625,0.851943,27,20,0.8,0.666667,16,0.739401,18,4.242641,0.700389,34,15,0.666667,0.5,11.231137,2,1.033272,2,1.414214,0.92582,8,9,0.9,0.818182,2,1.033272,2,1.414214,0.92582,8,9,0.9,0.818182,2,0.943889,2,1.414214,0.92582,8,9,0.9,0.818182,2,1.033272,2,1.414214,0.92582,8,9,0.9,0.818182,3,1.05,3,1.732051,0.632456,3,2,0.571429,0.4,2,0.943889,2,1.414214,0.92582,8,9,0.9,0.818182
1,1,1,17,0.566635,15,4.123106,0.730988,29,19,0.77551,0.633333,22,0.583874,18,4.472136,0.644503,30,15,0.666667,0.5,15.311197,17,0.548882,15,4.123106,0.730988,29,19,0.77551,0.633333,22,0.542923,18,4.472136,0.644503,30,15,0.666667,0.5,15.304372,15,0.540996,11,4.358899,0.917152,27,10,0.909091,0.833333,17,0.574074,10,3.741657,0.903211,26,9,0.857143,0.75,11.471014,17,0.704604,13,3.872983,0.857649,21,16,0.780488,0.64,22,0.707615,16,4.690416,0.779552,24,14,0.717949,0.56,13.909255,0,0.700855,2,1.414214,0.666667,2,2,0.666667,0.5,0,0.700855,2,1.414214,0.666667,2,2,0.666667,0.5,0,0.537037,2,1.414214,0.666667,2,2,0.666667,0.5,0,0.700855,2,1.414214,0.666667,2,2,0.666667,0.5,4,0.471801,3,1.732051,0.816497,5,3,0.75,0.6,0,0.537037,2,1.414214,0.666667,2,2,0.666667,0.5
-1,0,1,13,0.699526,17,4.358899,0.630488,27,10,0.555556,0.384615,13,0.565963,18,4.472136,0.565217,24,9,0.529412,0.36,17.623182,13,0.728502,17,4.358899,0.695048,25,10,0.571429,0.4,14,0.730787,16,4,0.682187,22,9,0.545455,0.375,16.833357,11,0.734567,9,4.358899,0.95961,15,6,0.857143,0.75,12,0.726316,8,3.464102,0.960633,12,5,0.769231,0.625,10.88632,13,0.823301,17,4.582576,0.740797,25,9,0.580645,0.409091,13,0.779123,16,4.690416,0.69128,22,9,0.6,0.428571,16.797348,6,0.558281,9,3,0.57735,13,6,0.571429,0.4,6,0.558281,9,3,0.57735,13,6,0.571429,0.4,6,0.590142,9,3,0.57735,13,6,0.571429,0.4,6,0.558281,9,3,0.57735,13,6,0.571429,0.4,0,0.527778,2,1.414214,0,0,0,0,0,6,0.590142,9,3,0.57735,13,6,0.571429,0.4
1,1,1,6,0.621876,9,3,0.836502,21,20,0.816327,0.689655,7,0.614443,10,3.162278,0.814815,22,19,0.791667,0.655172,32.019187,6,0.628115,9,3,0.842235,21,20,0.833333,0.714286,7,0.619942,10,3.162278,0.821953,22,19,0.808511,0.678571,32.045627,4,0.651142,5,2.236068,0.983268,17,9,0.9,0.818182,5,0.623492,6,2.44949,0.979217,18,8,0.842105,0.727273,21.310788,6,0.726868,9,3.316625,0.851314,21,18,0.837209,0.72,7,0.702605,10,3.464102,0.832581,22,18,0.837209,0.72,31.778249,1,0.703266,3,1.732051,0.843274,7,8,0.842105,0.727273,1,0.703266,3,1.732051,0.843274,7,8,0.842105,0.727273,1,0.661364,3,1.732051,0.843274,7,8,0.842105,0.727273,1,0.703266,3,1.732051,0.843274,7,8,0.842105,0.727273,0,1,0,0,1,0,5,1,1,1,0.661364,3,1.732051,0.843274,7,8,0.842105,0.727273
-1,0,1,9,1.454507,10,3.162278,0.765466,16,15,0.75,0.6,14,0.431481,16,4,0.5,18,8,0.5,0.333333,6.862757,9,1.393054,10,3.162278,0.784465,16,15,0.769231,0.625,14,0.433783,16,4,0.5,18,8,0.5,0.333333,6.863013,8,1.055556,8,3.162278,0.956102,10,8,0.8,0.666667,12,0.483333,10,3.162278,0.887281,16,5,0.588235,0.416667,5.393088,9,1.267361,10,3.162278,0.843661,14,13,0.764706,0.619048,14,0.631427,16,4.242641,0.572078,16,7,0.5,0.333333,6.586609,2,0.883619,3,1.732051,0.790569,5,4,0.8,0.666667,2,0.883619,3,1.732051,0.790569,5,4,0.8,0.666667,2,0.93,3,1.732051,0.790569,5,4,0.8,0.666667,2,0.883619,3,1.732051,0.790569,5,4,0.8,0.666667,2,0.983333,2,1.414214,0.707107,2,2,0.666667,0.5,2,0.93,3,1.732051,0.790569,5,4,0.8,0.666667
-1,0,1,11,0.53468,18,4.472136,0.412479,22,6,0.428571,0.272727,12,0.533503,18,4.472136,0.377964,22,5,0.384615,0.238095,21.002105,11,0.525585,16,4,0.53033,20,7,0.5,0.333333,12,0.498519,18,4.472136,0.377964,22,5,0.384615,0.238095,20.990443,9,0.651786,10,3.741657,0.794118,18,6,0.705882,0.545455,11,0.505952,12,4.472136,0.69729,18,4,0.533333,0.363636,17.190783,11,0.676127,16,4,0.619751,20,6,0.48,0.315789,12,0.620432,18,4.472136,0.479702,22,5,0.416667,0.263158,21.084031,2,0.799603,3,1.732051,0.632456,1,1,0.5,0.333333,2,0.799603,3,1.732051,0.632456,1,1,0.5,0.333333,2,0.783333,3,1.732051,0.632456,1,1,0.5,0.333333,2,0.799603,3,1.732051,0.632456,1,1,0.5,0.333333,1,0.540741,2,1.414214,0.5,0,1,0.5,0.333333,2,0.783333,3,1.732051,0.632456,1,1,0.5,0.333333
1,1,1,9,1.768042,9,3,0.824958,25,17,0.809524,0.68,10,0.623405,10,3.162278,0.800641,26,16,0.780488,0.64,34.003406,9,1.520343,9,3,0.824958,25,17,0.809524,0.68,10,0.624933,10,3.162278,0.800641,26,16,0.780488,0.64,34.004169,8,0.916341,7,3.316625,0.953549,23,8,0.941176,0.888889,9,0.716108,6,3.162278,0.948908,24,8,0.941176,0.888889,26.82868,9,1.334342,7,2.645751,0.920087,25,15,0.833333,0.714286,10,0.759424,8,2.828427,0.907222,26,14,0.8,0.666667,31.98087,1,1.180952,1,1,0.942809,1,8,0.941176,0.888889,1,1.180952,1,1,0.942809,1,8,0.941176,0.888889,1,1.081481,1,1,0.942809,1,8,0.941176,0.888889,1,1.180952,1,1,0.942809,1,8,0.941176,0.888889,2,0.872727,2,1.414214,0.57735,1,1,0.5,0.333333,1,1.081481,1,1,0.942809,1,8,0.941176,0.888889
